title,price,area,location,status
2 BHK Apartment in Lunkad Colonnade 2,"22,000",1230,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment in Lunkad Queensland,"23,000",1050,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment,"18,000",650,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment in Lunkad Lunkad Daffodils,"16,500",650,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment in Goel Ganga Ganga Nebula Apartment,"14,000",650,"Viman Nagar, Pune",Semi-Furnished
1 BHK Apartment in Lunkad Neco Garden,"15,000",650,"Viman Nagar, Pune",Semi-Furnished
3 BHK Apartment in Amit Sapphire Park,"36,000",1500,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Marvel Brisa,"32,000",1000,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Rohan Leher,"27,500",1000,"Baner, Pune",Semi-Furnished
1 RK Studio Apartment,"10,000",350,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment in Gera Foliage,"26,000",1350,"Viman Nagar, Pune",Furnished
2 BHK Apartment in Karia Konark Campus,"27,000",1360,"Viman Nagar, Pune",Furnished
1 BHK Apartment in Karia Konark Campus,"18,000",650,"Viman Nagar, Pune",Furnished
2 BHK Apartment in Rohan Mithila,"24,000",1260,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment,"19,000",950,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,000",550,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",950,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment in Bramha Majestic,"22,000",1100,"Kondhwa, Pune",Semi-Furnished
2 BHK Apartment in Bramha Majestic,"22,000",1100,"Kondhwa, Pune",Semi-Furnished
2 BHK Apartment,"28,000",1150,"Sadashiv Peth, Pune",Unfurnished
3 BHK Apartment,"65,000",1500,"Viman Nagar, Pune",Furnished
1 BHK Apartment,"15,633",630,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment in Aditya Shagun Aditya Shagun,"21,500",1000,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Lohia Vallonia,"35,000",1400,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Space Elena,"22,700",1000,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Bandal Orvi A B C,"24,100",1000,"Balewadi, Pune",Unfurnished
3 BHK Apartment in Axis Whistling Meadows,"24,000",1200,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Kunal Aspiree,"32,000",1450,"Balewadi, Pune",Unfurnished
3 BHK Apartment in Nyati Equatorial II,"24,000",1450,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Nyati Equatorial II,"24,000",1450,"Bavdhan, Pune",Unfurnished
1 BHK Apartment,"15,500",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"15,000",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,500",550,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"22,000",900,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"20,000",560,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"12,500",550,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"8,500",300,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"13,000",550,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"10,000",350,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"22,000",950,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"23,000",1000,"Erandwane, Pune",Semi-Furnished
3 BHK Apartment in Pegasus Megapolis Mystic Phase 2,"27,000",1600,"Hinjewadi, Pune",Unfurnished
1 BHK Apartment,"13,000",530,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"17,000",600,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Kothrud, Pune",Semi-Furnished
3 BHK Apartment in Rohan Madhuban II,"30,000",1350,"Bavdhan, Pune",Unfurnished
1 BHK Apartment in Paranjape Blue Ridge,"12,000",571,"Hinjewadi, Pune",Unfurnished
1 BHK Apartment in Paranjape Blue Ridge,"15,000",571,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in Paranjape Blue Ridge,"13,000",571,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment in Paranjape Blue Ridge,"25,000",1730,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment in Paranjape Blue Ridge,"28,000",1730,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Paranjape Blue Ridge,"20,000",1150,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Paranjape Blue Ridge,"23,000",1330,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Paranjape Blue Ridge,"22,000",1330,"Hinjewadi, Pune",Semi-Furnished
3 BHK Apartment in Paranjape Blue Ridge,"26,000",1500,"Hinjewadi, Pune",Unfurnished
4 BHK Apartment in Paranjape Blue Ridge,"40,000",2450,"Hinjewadi, Pune",Unfurnished
4 BHK Apartment in Paranjape Blue Ridge,"45,000",2450,"Hinjewadi, Pune",Unfurnished
1 BHK Apartment in Cozy Homes,"9,000",650,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Sukhwani Palms,"8,000",650,"Wagholi, Pune",Unfurnished
1 BHK Apartment,"12,500",600,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"21,000",950,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"21,000",950,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"8,500",325,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"8,500",300,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"22,000",1200,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,500",600,"Erandwane, Pune",Unfurnished
1 BHK Apartment,"11,000",500,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"9,500",300,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"8,500",325,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"8,500",300,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"22,000",1200,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",600,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"13,500",600,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"20,000",950,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment,"24,000",900,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment,"20,000",900,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment,"14,500",550,"Erandwane, Pune",Semi-Furnished
1 BHK Apartment,"14,000",550,"Erandwane, Pune",Unfurnished
1 RK Studio Apartment,"8,000",275,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"22,000",950,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment,"14,500",550,"Kothrud, Pune",Unfurnished
2 BHK Apartment,"20,000",900,"Erandwane, Pune",Semi-Furnished
3 BHK Apartment,"64,000",1400,"Erandwane, Pune",Furnished
2 BHK Apartment,"22,000",1000,"Erandwane, Pune",Unfurnished
2 BHK Apartment,"21,000",950,"Erandwane, Pune",Semi-Furnished
1 RK Studio Apartment,"8,500",300,"Erandwane, Pune",Unfurnished
2 BHK Independent House,"13,500",1150,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Ganesh Spring Heights,"11,500",650,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"8,500",670,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,500",600,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"8,000",650,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Windsor County Phase IV Wing I,"15,500",970,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Mind MSR Olive,"19,000",1200,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent House,"16,000",900,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"7,500",620,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,000",600,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Viva Sarovar,"12,000",900,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"7,000",670,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"9,000",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Ganesh Graceland,"15,500",950,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"12,000",650,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Independent House,"6,500",620,"Katraj, Pune",Unfurnished
1 BHK Independent Floor,"12,500",700,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Amit Bloomfield Apartment,"20,000",950,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Amit Bloomfield Phase III J And K Building,"20,000",960,"Ambegaon Budruk, Pune",Furnished
3 BHK Apartment in Amit Astonia Royale,"25,000",1050,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Windsor County,"14,000",960,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Shree Lake Vista,"15,000",940,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent Floor,"13,000",900,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Aagam Highway Bliss,"18,000",930,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"12,000",650,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in ARK Ganga Alfa Paradise,"19,500",882,"Wagholi, Pune",Furnished
3 BHK Apartment in Belvalkar Housing Solacia,"17,000",1508,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil IVY Estate,"36,500",1250,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Oasis,"15,000",731,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Pristine Neo City,"13,000",858,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Supertech Defence Colony,"14,000",940,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Shree 9 Krushna Kunj,"14,000",845,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Meadows Mystique Wagholi,"26,000",1652,"Wagholi, Pune",Semi-Furnished
1 BHK Independent Floor,"8,000",620,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent Floor,"13,000",940,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"10,000",700,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"9,000",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Amit Astonia Royale,"22,000",950,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in VND Ganesh Galaxy,"15,000",1000,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Amit Bloomfield Apartment,"25,000",1000,"Ambegaon Budruk, Pune",Furnished
1 BHK Independent Floor,"10,000",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Aagam Highway Bliss,"18,000",900,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in JRS Atmosphere C Wing,"14,000",650,"Ambegaon Budruk, Pune",Furnished
1 RK Studio Apartment,"6,000",400,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Windsor County,"11,000",600,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"12,000",660,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"12,500",650,"Dhankawadi Police Station Road, Pune",Unfurnished
3 BHK Apartment in Amit Astonia Royale,"27,000",1200,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Akshay Dream City,"12,000",800,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"9,000",670,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"7,000",650,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Dugad Manik Moti,"12,000",650,"Katraj, Pune",Unfurnished
2 BHK Independent House,"8,500",770,"Katraj, Pune",Unfurnished
1 BHK Apartment in Windsor County,"11,000",560,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent House,"18,000",790,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Shree Lake Vista,"19,000",950,"Ambegaon Budruk, Pune",Furnished
1 BHK Independent House,"10,500",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Independent House,"15,000",840,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"12,000",600,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"8,000",600,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Pristine Pacific,"11,000",650,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"6,000",380,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"7,000",620,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"3,500",300,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"4,000",340,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",480,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Windsor County,"13,500",780,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Pragati Royal Orchid,"14,500",850,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"6,500",650,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",450,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"11,500",620,"Dhankawadi Police Station Road, Pune",Semi-Furnished
1 RK Studio Apartment,"6,000",420,"Katraj, Pune",Unfurnished
1 RK Studio Apartment,"5,000",460,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"10,000",600,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"12,500",670,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Wonder Bharati Vihar,"15,000",1020,"Katraj, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,000",600,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"8,500",580,"Dhankawadi Police Station Road, Pune",Semi-Furnished
1 BHK Independent House,"8,000",610,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"13,500",650,"Dhankawadi Police Station Road, Pune",Furnished
1 BHK Independent Floor,"12,500",670,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Wonder Bharati Vihar,"15,000",1020,"Katraj, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,000",600,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Ranjeet S S Manasvi,"13,500",950,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Aagam Highway Bliss,"15,000",800,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"11,000",600,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"11,000",610,"Vadgaon Budruk, Pune",Unfurnished
2 BHK Apartment in Amit Astonia Royale,"14,000",900,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Reelicon Kian,"13,000",920,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in TCG TCG Panorama Phase I Bldg C,"15,000",900,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"12,000",620,"Vadgaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil IVY Estate,"30,000",1157,"Wagholi, Pune",Furnished
2 BHK Apartment in Baxter Arista,"10,000",1005,"Wagholi, Pune",Unfurnished
2 BHK Apartment in RSG Durvankur Residency,"13,000",852,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Suyog Nisarg,"23,000",1271,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Aarav Sheraton,"16,000",976,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"14,000",850,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ashtekar Silver Oak,"16,000",900,"Katraj, Pune",Semi-Furnished
1 RK Studio Apartment,"3,500",300,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"4,000",340,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",480,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Windsor County,"13,500",780,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Pragati Royal Orchid,"14,500",850,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"6,500",650,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",450,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"11,500",620,"Dhankawadi Police Station Road, Pune",Semi-Furnished
1 RK Studio Apartment,"6,000",420,"Katraj, Pune",Unfurnished
2 BHK Apartment in Siddhivinayak Aarambh,"13,000",875,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Dreams Rakshak,"19,000",1326,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Amit Bloomfield Apartment,"20,000",950,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Amit Bloomfield Phase III J And K Building,"20,000",960,"Ambegaon Budruk, Pune",Furnished
3 BHK Apartment in Amit Astonia Royale,"25,000",1050,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Windsor County,"14,000",960,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Shree Lake Vista,"15,000",940,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent Floor,"13,000",900,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Aagam Highway Bliss,"18,000",930,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"12,000",650,"Dhankawadi Police Station Road, Pune",Semi-Furnished
1 RK Studio Apartment,"5,000",450,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"9,500",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Chirag Grande View 7,"16,000",915,"Vadgaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",420,"Katraj, Pune",Unfurnished
1 BHK Independent House,"7,500",650,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"7,500",620,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"10,000",650,"Dhankawadi Police Station Road, Pune",Semi-Furnished
1 RK Studio Apartment,"5,500",420,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,300",420,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in JRS Atmosphere C Wing,"15,500",650,"Ambegaon Budruk, Pune",Furnished
1 BHK Independent Floor,"9,000",670,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Independent Floor,"8,000",650,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent House,"16,000",950,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"14,000",850,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ashtekar Silver Oak,"16,000",900,"Katraj, Pune",Semi-Furnished
2 BHK Apartment in Ranjeet S S Manasvi,"15,500",900,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Pristine Pacific,"17,500",950,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ganesh Shree Siddhivinayak Manasvi,"15,500",900,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"7,500",590,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Sankalp Shree Vitthal Heritage,"12,000",650,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent House,"8,500",770,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent House,"8,500",750,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"9,000",650,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"6,000",390,"Ambegaon Pathar, Pune",Unfurnished
1 BHK Apartment in Budhrani Amber Park,"10,000",620,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"8,000",620,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"8,500",650,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent House,"7,500",580,"Ambegaon Budruk, Pune",Unfurnished
3 BHK Apartment in Kolte Patil IVY Estate,"30,000",1157,"Wagholi, Pune",Furnished
2 BHK Apartment in Baxter Arista,"10,000",1005,"Wagholi, Pune",Unfurnished
2 BHK Apartment in RSG Durvankur Residency,"13,000",852,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Suyog Nisarg,"23,000",1271,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Aarav Sheraton,"16,000",976,"Wagholi, Pune",Semi-Furnished
1 BHK Independent Floor,"8,000",650,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Independent Floor,"15,000",900,"Dhankawadi Police Station Road, Pune",Semi-Furnished
3 BHK Apartment in Amit Astonia Royale,"29,000",1200,"Ambegaon Budruk, Pune",Furnished
1 BHK Independent Floor,"7,000",650,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"6,500",600,"Ambegaon Budruk, Pune",Unfurnished
3 BHK Apartment in Mind MSR Olive,"19,000",1050,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ganesh Shree Siddhivinayak Manasvi,"15,000",900,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Pristine Pacific,"17,000",975,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"29,000",1200,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"5,500",410,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"6,500",550,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"6,000",400,"Ambegaon Budruk, Pune",Unfurnished
1 RK Studio Apartment,"5,000",450,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Independent Floor,"9,500",650,"Dhankawadi Police Station Road, Pune",Unfurnished
2 BHK Apartment in Chirag Grande View 7,"16,000",915,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"13,000",620,"Vadgaon Budruk, Pune",Unfurnished
2 BHK Apartment in Ranjeet S S Manasvi,"13,500",950,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Aagam Highway Bliss,"15,000",800,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"11,000",600,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"11,000",610,"Vadgaon Budruk, Pune",Unfurnished
2 BHK Apartment in Amit Astonia Royale,"14,000",900,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Reelicon Kian,"13,000",920,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in TCG TCG Panorama Phase I Bldg C,"15,000",900,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"12,000",620,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Independent Floor,"9,000",650,"Dhankawadi Police Station Road, Pune",Unfurnished
1 BHK Apartment in JRS Atmosphere C Wing,"13,000",670,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Chirag Grande View 7,"12,000",670,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Nirman Aura,"11,000",600,"Ambegaon Budruk, Pune",Unfurnished
