title,price,area,location,status
1 BHK Apartment in Amanora Trendy Homes,"20,000",614,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Sterling Towers R4,"38,000",1136,"Hadapsar, Pune",Furnished
2 BHK Apartment in Nyati Elan West I,"16,500",950,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Godrej 24,"25,000",750,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Pate Stylus,"31,000",1270,"Balewadi, Pune",Furnished
3 BHK Apartment in Saheel Itrend Homes Phase I,"21,000",750,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Prathama,"28,050",800,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Mittal Pebbles High Mont Phase 1,"20,000",650,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Godrej 24,"28,000",750,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Kohinoor Sapphire Pune,"20,000",650,"Tathawade, Pune",Semi-Furnished
3 BHK Apartment in Regency Cosmos,"80,000",1750,"Baner, Pune",Furnished
2 BHK Apartment in Rachana Bella Casa,"28,000",800,"Sus, Pune",Semi-Furnished
2 BHK Apartment in Parklane Urbanjoy,"20,000",650,"Sus, Pune",Semi-Furnished
2 BHK Apartment in Suyog Space Phase I,"27,500",800,"Wakad, Pune",Furnished
2 BHK Apartment in SSD Sai Angan,"22,000",800,"Pimple Saudagar, Pune",Unfurnished
2 BHK Apartment in Pride Purple Sapphire Park,"27,000",780,"Wakad, Pune",Furnished
2 BHK Apartment in Kolte Patil 24k Stargaze,"32,000",1150,"Bavdhan, Pune",Furnished
2 BHK Apartment in Lohia Megh Malhar Raga,"25,000",700,"Bavdhan, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil 24k Stargaze,"32,000",1150,"Bavdhan, Pune",Furnished
3 BHK Apartment,"36,000",1300,"Magarpatta, Pune",Semi-Furnished
2 BHK Apartment in Gulmohar Primrose,"26,000",1150,"Wagholi, Pune",Furnished
2 BHK Apartment in Nyati Meadows,"45,000",1250,"Wadgaon Sheri, Pune",Furnished
2 BHK Apartment in Marvel Zephyr,"38,000",1450,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Pashankar Yin Yang,"50,000",1700,"Kharadi, Pune",Unfurnished
3 BHK Apartment in Amanora Future Towers,"65,000",1535,"Hadapsar, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"16,000",811,"Wagholi, Pune",Unfurnished
3 BHK Villa in Kolte Patil Ivy Villa,"30,000",3200,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil Ivy Villa,"32,000",3000,"Wagholi, Pune",Semi-Furnished
3 BHK Villa in Kolte Patil Ivy Villa,"35,000",3300,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Venkatesh Primo,"12,000",700,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Kolte Patil Ivy Villa,"32,000",3000,"Wagholi, Pune",Semi-Furnished
3 BHK Villa in Kolte Patil Ivy Villa,"35,000",3200,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Swaraj Homes Swastik Aangan,"17,000",650,"Kharadi, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Hira Heights,"12,500",610,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in BU Bhandari Colonnade,"45,000",1100,"Kharadi, Pune",Furnished
2 BHK Apartment in Ratan Prestige,"45,000",1100,"Kharadi, Pune",Furnished
2 BHK Apartment in Nyati Elysia II,"32,000",1100,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in BU Bhandari Everglade,"29,000",1100,"Kharadi, Pune",Semi-Furnished
1 RK Studio Apartment,"8,000",400,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Apartment in Reputed Builder Hira Heights,"12,500",610,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in BU Bhandari Colonnade,"45,000",1100,"Kharadi, Pune",Furnished
2 BHK Apartment in Ratan Prestige,"45,000",1100,"Kharadi, Pune",Furnished
1 BHK Apartment in Reputed Builder Anusaya Niwas,"13,000",650,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Apartment,"12,500",610,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Langston,"38,000",1250,"Kharadi, Pune",Furnished
2 BHK Apartment in Swaraj Homes Vishal Srushti Residency,"25,000",1150,"Wadgaon Sheri, Pune",Semi-Furnished
3 BHK Apartment in Kalpataru Jade Residences,"54,500",1870,"Baner, Pune",Unfurnished
3 BHK Apartment in Lohia Odela,"35,000",1650,"Bavdhan, Pune",Semi-Furnished
2 BHK Apartment in Majestique Palm Atlantis,"15,500",1100,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Shubh Gateway,"40,000",1300,"Viman Nagar, Pune",Unfurnished
4 BHK Apartment in Marvel Diva 2,1.1 L,4800,"Hadapsar, Pune",Furnished
3 BHK Apartment in Panchshil One North,1.4 L,3260,"Hadapsar, Pune",Furnished
2 BHK Apartment in Golden Winds,"22,000",1040,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment in Choice Goodwill 24,"15,000",663,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Choice Goodwill Breeza Phase 1,"22,000",1014,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Goel Ganga Newtown,"14,000",663,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Kumar Primavera B6,"35,000",1200,"Wadgaon Sheri, Pune",Furnished
3 BHK Apartment in Raviraj Fortaleza Apartment,"59,000",1710,"Kalyani Nagar, Pune",Furnished
4 BHK Apartment in Marvel Diva 1,1.85 L,4000,"Hadapsar, Pune",Furnished
3 BHK Apartment in Bramha Sun City Phase 2,"60,000",1700,"Kalyani Nagar, Pune",Furnished
3 BHK Apartment in KUL Sophronia,"75,000",1650,"Wadgaon Sheri, Pune",Furnished
3 BHK Apartment in Amanora Adreno Towers,"65,000",2200,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Future Towers,"24,000",614,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Amanora Adreno Towers,"40,000",1130,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Future Towers,"35,000",975,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Magarpatta Heliconia,"24,000",560,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Future Towers,"32,000",1200,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Rohan Rudra,"16,000",900,"Wagholi, Pune",Semi-Furnished
4 BHK Apartment in Marvel Piazza Phase 01,"85,000",3000,"Viman Nagar, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Gera Emerald City South,"29,700",1100,"Kharadi, Pune",Furnished
2 BHK Apartment in Pawar Sai Sundaram,"24,000",1200,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Pawar Sai Sundaram,"22,000",1100,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Prasad Prasad Nagar,"27,000",1100,"Wadgaon Sheri, Pune",Furnished
2 BHK Apartment in Marvel Azure,"35,000",1200,"Hadapsar, Pune",Furnished
1 RK Studio Apartment,"8,500",350,"Wadgaon Sheri, Pune",Unfurnished
3 BHK Independent House,"38,000",2000,"Pimple Nilakh, Pune",Unfurnished
2 BHK Apartment in Gagan Adira,"23,000",1155,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Swaraj Homes Spring Glory Apartment,"16,000",650,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Kumar Primavera B6,"26,500",1100,"Wadgaon Sheri, Pune",Semi-Furnished
1 BHK Apartment,"14,000",630,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"15,000",811,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"12,000",700,"Wagholi, Pune",Unfurnished
2 BHK Apartment in JKG Purvarang,"17,000",793,"Wagholi, Pune",Unfurnished
2 BHK Apartment in JKG Purvarang,"16,000",793,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"16,000",811,"Wagholi, Pune",Unfurnished
1 BHK Apartment in VTP One,"21,000",650,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Amanora Victory Towers,"25,000",1000,"Mundhwa, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"12,000",690,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"15,000",811,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Nyati Elan South I,"20,000",960,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Nyati Elan South I,"20,000",960,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment,"12,500",610,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment,"14,100",882,"Pimple Gurav, Pune",Unfurnished
2 BHK Apartment,"14,000",881,"Pimple Gurav, Pune",Unfurnished
1 BHK Apartment,"13,000",630,"Sangvi, Pune",Unfurnished
2 BHK Apartment in Skyways Esfera B Wing,"21,000",1005,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Pride World City,"20,000",980,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Nyati Elan West I,"20,000",960,"Wagholi, Pune",Semi-Furnished
4 BHK Apartment in Sanjeevani Meera Mohan Soc,"65,000",2755,"Pashan, Pune",Semi-Furnished
2 BHK Apartment in Majestique Majestique City Building F,"16,000",950,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"16,000",950,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Shiv Kalp Homes,"30,000",1100,"Wadgaon Sheri, Pune",Furnished
5 BHK Apartment in Amanora Gateway Towers,1.25 L,2405,"Hadapsar, Pune",Furnished
4 BHK Apartment in Amanora Adreno Towers,"65,000",1805,"Hadapsar, Pune",Furnished
1 BHK Apartment,"26,000",550,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Amanora Future Towers,"60,000",1535,"Hadapsar, Pune",Furnished
2 BHK Apartment in Rainbow Grace,"16,000",1100,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Gulmohar Primrose,"16,000",1100,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Giridhar Oasis,"35,000",1500,"Kharadi, Pune",Unfurnished
1 BHK Apartment in Gandhi Bafna Ayaan,"17,000",700,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Majestique Majestique City Building F,"16,000",950,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"15,000",960,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Venkatesh Oxy Valley Phase 2,"14,000",950,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil IVY Apartments,"25,000",1655,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Pride Purple Park Springs,"22,000",1160,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment,"24,000",650,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Pegasus Megapolis Sangria Towers,"27,100",1050,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment,"55,000",1610,"Erandwane, Pune",Semi-Furnished
2 BHK Apartment,"40,000",1300,"Magarpatta, Pune",Furnished
2 BHK Apartment,"40,000",1200,"Hadapsar, Pune",Furnished
1 BHK Apartment,"27,000",650,"Magarpatta, Pune",Furnished
1 BHK Apartment,"25,000",650,"Magarpatta, Pune",Furnished
2 BHK Apartment in Nivasa Udaan,"20,000",1000,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Majestique Majestique City Building F,"16,000",950,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Sukhwani Pacific,"22,000",900,"Thergaon, Pune",Semi-Furnished
3 BHK Apartment,"52,000",1600,"Magarpatta, Pune",Furnished
1 BHK Apartment,"18,000",650,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in TCG The Cliff Garden,"22,010",870,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in ASR 18 Nests,"23,000",610,"Kharadi, Pune",Semi-Furnished
1 BHK Apartment,"12,500",610,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Apartment in Sai Shriya Soul,"15,000",650,"Wadgaon Sheri, Pune",Unfurnished
5 BHK Apartment,"75,000",2600,"Magarpatta, Pune",Furnished
1 BHK Apartment,"23,000",650,"Magarpatta, Pune",Semi-Furnished
1 RK Studio Apartment,"19,000",450,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Grevillea,"32,000",950,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Jasminium,"35,000",1200,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Magarpatta Jasminium,"40,000",1200,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Sylvania,"40,000",1250,"Hadapsar, Pune",Furnished
3 BHK Apartment in Magarpatta Grevillea,"37,000",1500,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Amanora Sterling Towers R4,"25,000",1036,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Neo Towers,"32,000",957,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Adreno Towers,"30,000",975,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Neo Towers,"30,000",957,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Amanora Future Towers,"42,000",1535,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Neo Towers,"25,000",686,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Amanora Neo Towers,"22,000",686,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Neo Towers,"40,000",1240,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Adreno Towers,"35,000",975,"Hadapsar, Pune",Furnished
3 BHK Apartment in Amanora Future Towers,"37,000",1535,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Amanora Park Town,"25,000",572,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Adreno Towers,"27,000",550,"Hadapsar, Pune",Furnished
3 BHK Apartment in Amanora Trendy Homes,"28,000",1070,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Magarpatta City Iris,"35,000",1000,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Neo Towers,"35,000",1240,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Trendy Homes,"28,000",850,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Future Towers,"35,000",1200,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Adreno Towers,"32,000",1136,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Amanora Adreno Towers,"45,000",1536,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Magarpatta City Iris,"35,000",1000,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Park Town,"25,000",572,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Neo Towers,"25,000",686,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Amanora Neo Towers,"22,000",686,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Adreno Towers,"33,000",975,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Amanora Adreno Towers,"27,000",550,"Hadapsar, Pune",Furnished
3 BHK Apartment in Amanora Future Towers,"37,000",1535,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Amanora Future Towers,"42,000",1535,"Hadapsar, Pune",Furnished
3 BHK Apartment in Amanora Trendy Homes,"32,000",1070,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Amanora Future Towers,"24,000",975,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Amanora Future Towers,"24,000",614,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Amanora Adreno Towers,"33,000",975,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Gateway Towers 98 And 99,"45,000",1100,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Amanora Future Towers,"40,000",1220,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Gagan Adira,"23,000",1155,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment,"48,000",1600,"Magarpatta, Pune",Furnished
3 BHK Apartment,"48,000",1600,"Magarpatta, Pune",Furnished
2 BHK Apartment,"30,000",750,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment,"42,000",1050,"Hadapsar, Pune",Furnished
4 BHK Apartment,"75,000",2300,"Hadapsar, Pune",Furnished
1 BHK Apartment,"21,000",650,"Magarpatta, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"12,000",700,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Marvel Ganga Fria,"25,000",1255,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"15,000",811,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Samarth Samarth Nagar,"22,000",710,"Wadgaon Sheri, Pune",Furnished
1 BHK Apartment,"17,000",620,"Wadgaon Sheri, Pune",Furnished
2 BHK Apartment in Mittal Silver Crescent,"32,000",1200,"Kharadi, Pune",Furnished
1 RK Studio Apartment,"7,500",400,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Apartment in Reputed Builder Ashish Complex,"14,500",630,"Dhanori, Pune",Unfurnished
1 BHK Apartment,"12,500",610,"Wadgaon Sheri, Pune",Semi-Furnished
1 BHK Apartment,"11,000",610,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Apartment in Atharva Altius Drome,"18,000",710,"Kharadi, Pune",Semi-Furnished
1 BHK Apartment in Samarth Samarth Nagar,"17,000",640,"Wadgaon Sheri, Pune",Semi-Furnished
3 BHK Apartment,"50,000",1600,"Hadapsar, Pune",Furnished
1 BHK Apartment,"21,000",650,"Magarpatta, Pune",Unfurnished
3 BHK Apartment in Amanora Gateway Towers,"55,000",1405,"Hadapsar, Pune",Furnished
2 BHK Apartment,"40,000",1050,"Hadapsar, Pune",Furnished
2 BHK Apartment,"35,000",1050,"Magarpatta, Pune",Furnished
4 BHK Apartment in Gini Viviana,"38,000",1860,"Balewadi, Pune",Semi-Furnished
1 BHK Independent Floor,"11,500",661,"Pimple Gurav, Pune",Unfurnished
1 BHK Independent Floor,"12,000",660,"Pimple Gurav, Pune",Unfurnished
1 BHK Independent Floor,"11,500",652,"Pimple Gurav, Pune",Semi-Furnished
2 BHK Apartment in Pride Valencia,"27,000",1200,"Baner, Pune",Furnished
2 BHK Apartment in Gini Viviana,"26,000",1050,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"12,000",700,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"16,000",811,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"16,000",811,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil IVY Apartments,"25,000",1155,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"20,000",1155,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Gagan Adira,"23,000",1155,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Namoh Shine Square,"14,500",954,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Nexus Shubhkalash A Wing,"14,000",950,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Sanjay Developers Royal Crystal City,"15,000",987,"Moshi, Pune",Semi-Furnished
1 BHK Apartment in Aksha Vrundavan,"10,000",623,"Chikhali, Pune",Unfurnished
2 BHK Apartment in Namoh Shine City,"13,000",967,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Namoh Shine City,"14,000",890,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment,"21,000",1100,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Maruti Central Park Residences,"15,000",1057,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Pharande L Axis,"20,000",1132,"Bhosari, Pune",Semi-Furnished
2 BHK Apartment in Apex Apostrophe,"16,000",1045,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Crown C1,"15,500",1070,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Siddhi The Address,"15,000",987,"Moshi, Pune",Semi-Furnished
2 BHK Apartment,"16,000",975,"Pimpri, Pune",Semi-Furnished
3 BHK Apartment in Pharande L Axis,"25,000",1351,"Bhosari, Pune",Semi-Furnished
2 BHK Apartment in Arun Developers Celesta,"16,000",978,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Woods Ville,"17,000",1079,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Kumar Princeville,"23,500",1121,"Chikhali, Pune",Furnished
2 BHK Apartment in Reputed Builder Woods Ville,"17,500",1008,"Moshi, Pune",Furnished
3 BHK Apartment in Pharande Woodsville,"22,000",1452,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Sahyadri Shruberry,"16,000",1057,"Moshi, Pune",Semi-Furnished
3 BHK Apartment in Pride Purple Park Express Phase II,"41,000",1360,"Baner, Pune",Furnished
2 BHK Apartment in Ravima And Raviraj Greenaria,"30,000",980,"Hadapsar, Pune",Furnished
4 BHK Apartment in Kasturi The Balmoral Estate,2.2 L,3600,"Baner, Pune",Furnished
2 BHK Apartment in Rohan Ananta,"19,500",700,"Tathawade, Pune",Unfurnished
3 BHK Apartment in Gagan Adira,"30,000",1700,"Wagholi, Pune",Furnished
2 BHK Apartment in Gagan Adira,"20,000",1170,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kumar Primavera B6,"38,000",950,"Wadgaon Sheri, Pune",Furnished
1 BHK Apartment,"9,500",586,"Chikhali, Pune",Semi-Furnished
1 BHK Apartment in Ganesh Siddhi A Wing,"10,000",684,"Chikhali, Pune",Unfurnished
2 BHK Apartment in Vaishali Royal Palm,"14,000",958,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Vaishali Royal Palm,"14,000",958,"Moshi, Pune",Semi-Furnished
2 BHK Apartment,"30,000",1050,"Magarpatta, Pune",Semi-Furnished
2 BHK Apartment,"36,000",850,"Hadapsar, Pune",Furnished
2 BHK Apartment,"29,000",850,"Magarpatta, Pune",Semi-Furnished
2 BHK Apartment,"36,000",850,"Hadapsar, Pune",Furnished
2 BHK Apartment in Prathmesh Elite,"30,000",1130,"Kothrud, Pune",Unfurnished
2 BHK Apartment in TCG The Cliff Garden,"18,000",780,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in Rohan Ananta,"14,900",550,"Tathawade, Pune",Unfurnished
1 BHK Apartment in Rohan Ananta,"14,500",500,"Tathawade, Pune",Unfurnished
1 BHK Apartment in TCG The Cliff Garden,"16,000",511,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in TCG The Cliff Garden,"25,000",980,"Hinjewadi, Pune",Furnished
2 BHK Apartment in Amanora Gateway Towers 98 And 99,"45,000",1100,"Hadapsar, Pune",Unfurnished
4 BHK Apartment in Kundan Emirus,1.5 L,3000,"Baner, Pune",Furnished
2 BHK Apartment in Pegasus Megapolis Saffron A3 To A9,"20,100",750,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Marvel Ganga Fria,"26,000",1255,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Marvel Ganga Fria,"25,000",1255,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Marvel Ganga Fria,"25,000",1255,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment,"17,000",700,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment,"24,000",875,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment,"28,000",950,"Hadapsar, Pune",Unfurnished
2 BHK Apartment,"23,000",1150,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Amanora Neo Towers,"43,000",1400,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Neo Towers,"35,000",1240,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Future Towers,"25,000",614,"Hadapsar, Pune",Furnished
2 BHK Apartment in Sonigara Neelangan,"13,000",977,"Chikhali, Pune",Semi-Furnished
1 BHK Apartment in Sonigara Neelangan,"10,000",667,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Ganesh Siddhi Residency,"14,000",987,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in Essen Aishwaryam Courtyard,"14,000",957,"Chikhali, Pune",Semi-Furnished
2 BHK Apartment in LMK Jai Ganesh Enclave,"13,000",925,"Chikhali, Pune",Furnished
2 BHK Apartment in Reputed Builder Nakshatra Phase 1,"18,000",1054,"Chinchwad, Pune",Semi-Furnished
2 BHK Apartment in GK Palacio,"15,000",925,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Shevi Utopia,"15,000",986,"Moshi, Pune",Semi-Furnished
2 BHK Apartment in Rama Krystal City,"15,500",960,"Moshi, Pune",Semi-Furnished
